;"Agricultura, inclusive o apoio";"Pecuária, inclusive o apoio";"Produção florestal e pesca";"Extração de carvão mineral";"Petróleo e gás";"Minério de ferro";"Minerais não-ferrosos";"Abate e produtos de carne";"Açúcar";"Outros produtos alimentares";"Bebidas";"Fumo";"Têxteis";"Vestuário";"Couro";"Madeira";"Celulose e papel";"Impressão e reprodução de gravações";"Refino de petróleo";"Biocombustíveis";"Químicos";"Defensivos, desinfestantes e tintas";"Limpeza e Higiene";"Farmacêuticos";"Borracha e plásticos";"Produtos de minerais";"Ferro e aço";"Metalurgia de metais não-ferrosos";"Produtos de metal exceto máq.";"Eletrônicos";"Equipamentos elétricos";"Equipamentos mecânicos";"Veículos";"Peças veiculares";"Equipamentos de transporte";"Móveis";"Manutenção de máquinas";"Energia";"Água, esgoto";"Construção";"Comércio por atacado e varejo";"Transporte terrestre";"Transporte aquaviário";"Transporte aéreo";"Armazenamento";"Alojamento";"Alimentação";"Edição e edição integrada à impressão";"Rádio e TV";"Telecomunicações";"Desenv. Sistemas";"Serv. financeiros";"Atividades imobiliárias";"Atividades jurídicas e contábeis";"Serv. de arquitetura e engenharia";"Outras atividades profissionais, científicas e técnicas";"Aluguéis não-imobiliários";"Outras atividades administrativas";"Atividades de vigilância";"Administração pública";"Educação pública";"Educação privada";"Saúde pública";"Saúde privada";"Atividades artísticas";"Organizações associativas";"Serviços domésticos"
"Rádio e TV";"0.0000128763106280819";"0.0000184728624377283";"0.00000663242311517601";"0.0000123099753022141";"0.0000054101905584001";"0.00000959857047668238";"0.0000165906376421247";"0.0000240690306959903";"0.00000732651865229394";"0.0000283586678197308";"0.0000162915603786122";"0.0000156828271856819";"0.0000230699565355438";"0.0000252575130516186";"0.0000242862679763904";"0.0000223980199935717";"0.0000289458388086969";"0.0000218369924624321";"0.00000215558404938814";"0.00000921139116489152";"0.0000186358140071692";"0.0000244077306644782";"0.0000232883755268247";"0.0000204726839880374";"0.0000253017473350193";"0.0000237348124992191";"0.0000204340979965354";"0.0000339261189045609";"0.0000190580972889684";"0.0000241925624610879";"0.000029297365493569";"0.0000317372627543236";"0.000023034371088466";"0.0000242737498441295";"0.0000253744876466797";"0.000028837235620622";"0.0000246818222655885";"0.00000450729823648607";"0.00000937274729187714";"0.0000147293816925599";"0.0000164302550779488";"0.0000229457191858348";"0.00000697262299742096";"0.00000613720119098731";"0.0000085899921898466";"0.000217462208343508";"0.0000225049690687697";"0.000505133811995323";"0.0873726589186323";"0.0184858907486039";"0.0000212322214350298";"0.000010327828809778";"0.00000172015487182665";"0.00000901299031391908";"0.00000905045105585875";"0.37106544948829";"0.0000166781789781262";"0.000104463377621072";"0.000101256616091274";"0.00000359284543744099";"0.0000056848261628593";"0.0000156296634318239";"0.000011901095615229";"0.0000228635548232975";"0.001830561470298";"0.00000922378245893751";0
"Telecomunicações";"0.0000107201436899186";"0.00000381731657156266";"0.000328757959996326";"0.00206125387184849";"0.00416490067020061";"0.00137225714786878";"0.00269893248324098";"0.00371246531581773";"0.00511979195669677";"0.00687988186961441";"0.00867531127097946";"0.00198601037565733";"0.00682325988059526";"0.0114757720965029";"0.0055824228935326";"0.00346789756013796";"0.00599880599450263";"0.0236102989949813";"0.000806127912656782";"0.00446564265968379";"0.00278546755591534";"0.00578787373088215";"0.00105628605978899";"0.00557600089589723";"0.00452416667843926";"0.006839073242427";"0.00231607351144161";"0.00170586279804455";"0.00475560968457892";"0.0100648250849425";"0.00809563467765054";"0.00507035694459532";"0.0110104247147745";"0.018457264974352";"0.00651127341702225";"0.00817555992322382";"0.0018112999416424";"0.00212289040582924";"0.00416990741578881";"0.0021710251899309";"0.00935085870753084";"0.00367239829833098";"0.00317195495517315";"0.00255735712870664";"0.0096847565999578";"0.0129140943156519";"0.00343146901251815";"0.00845784929206559";"0.011600958773604";"0.179516878302668";"0.0118611214556304";"0.018509445537345";"0.00127514838763558";"0.014696691792111";"0.00667210443873548";"0.02329057716265";"0.00334095695606227";"0.0095475707329506";"0.00858102776932932";"0.00782472469574983";"0.00551151193981098";"0.0145820424926454";"0.004329196180318";"0.00635034775474359";"0.00745560881558733";"0.0135660370213712";0
"Desenv. Sistemas";"0.0000542232550760731";"0.0000767244209954188";"0.0000464482024468381";"0.00006278583456711";"0.000285404662191439";"0.00233984750491263";"0.00169806997052237";"0.00165312619928485";"0.000221426873458253";"0.00284023747113059";"0.000857747563904875";"0.00221460955567842";"0.000925687153076569";"0.000728863079832427";"0.000331841535171899";"0.000368953684219112";"0.00162850025582573";"0.000278593630161678";"0.000116970209706133";"0.0000792546919490558";"0.00220209580104259";"0.0031078181306486";"0.0004613123087362";"0.00558496400203416";"0.00117298822614718";"0.00088885219956598";"0.00144376052862187";"0.000423361644594077";"0.000806035898295894";"0.00227019401131748";"0.00383139645693015";"0.00125750399237289";"0.00416554610692494";"0.00111557228630787";"0.00147465733035258";"0.00132072996423761";"0.000950836355945143";"0.00311213362813441";"0.00326091845868763";"0.000707536788292922";"0.00588583136206667";"0.00241790373283368";"0.0000912932984083278";"0.0218646746178376";"0.00730252895578543";"0.00275982967597112";"0.000304330552055738";"0.0236182694930159";"0.0188714694948035";"0.0139856923384587";"0.0497506046216026";"0.0198067325016412";"0.000590896309461253";"0.00995960682260138";"0.000890788654404777";"0.0233102762306489";"0.007803479698788";"0.0038961551325802";"0.00319277191288972";"0.0120705548955234";"0.00416508570295386";"0.00379161161056142";"0.0105251429165171";"-0.00000444255539363702";"0.00281389147800026";"0.00713790153501892";0
"Serv. financeiros";"0.0150851815296522";"0.0138236262704343";"0.0110476129323402";"0.0283555084462649";"0.0188970485056499";"0.0237324892665486";"0.0296484853519781";"0.0222857316293417";"0.0291475406737454";"0.0209899841103046";"0.0200799224660929";"0.0230972192360625";"0.019347471832078";"0.0158800313857985";"0.0183712901997197";"0.0179187380641388";"0.026503298706944";"0.017634705536877";"0.00755170159756546";"0.0271710034153024";"0.0244416976199975";"0.0209187795585906";"0.0204756165761579";"0.0158549926499959";"0.0190041671125644";"0.0223086279177425";"0.0274438220245661";"0.0227785194141614";"0.0177432388287445";"0.0179169385777863";"0.0207241126813909";"0.0182360533717983";"0.0186721692070797";"0.0145181531561547";"0.0208616683737245";"0.0139959422597907";"0.00906896066538843";"0.0233745424615621";"0.0158398824862515";"0.0141649800195995";"0.0255051137739053";"0.0243074010946226";"0.0287001576469773";"0.0334932912544831";"0.0265296943592048";"0.023087877790486";"0.0130439922643823";"0.0220180464420826";"0.0239947528503442";"0.032082937719367";"0.0167115150039392";"0.12310522031274";"0.0257050555406964";"0.0214522936083228";"0.0178990174955476";"0.00785206168126921";"0.027808717475656";"0.0199775612054272";"0.0219486192016288";"0.0725203222632389";"0.00131532794190481";"0.0146039740363412";"0.00230516369947577";"0.024610806219764";"0.0281735737770921";"0.0195801698087695";0
"Atividades imobiliárias";"0.0000254851676016333";"0.0000257852248488844";"0.000176382504032207";"0.000870087118151922";"0.00111868449701331";"0.000266467547144236";"0.000945270031139029";"0.00170539656436684";"0.00237347590644941";"0.00127155669413769";"0.000649161049346368";"0.00133763859454787";"0.00460508388055581";"0.00439281584714868";"0.0017886329536074";"0.000750788405420588";"0.00135205904796351";"0.00186318083749036";"0.000316044916299057";"0.0030961351139467";"0.000895070563346926";"0.00114261424583663";"0.00296715304940288";"0.00290253107143045";"0.00264613868365794";"0.00155467450841491";"0.00182582041685131";"0.000170853219246443";"0.00147399811676961";"0.00159213876837487";"0.00106455639846631";"0.00119185670190579";"0.000530412985356288";"0.00159645261585258";"0.000980552972652982";"0.002281997749498";"0.000611025257188614";"0.00281398416793435";"0.00368320571107077";"0.00150462009917292";"0.0254709595958675";"0.00254308690338684";"0.00335504637663284";"0.00293221102478757";"0.0160309527929487";"0.0327944528581349";"0.0142771056984977";"0.00948242472301202";"0.0096226230999788";"0.0108799997780853";"0.00853379138092818";"0.00937952291664256";"0.00257398777435746";"0.0172311101203538";"0.0083106567060866";"0.00686603964815502";"0.0149046846326076";"0.0101834821072245";"0.00529087303421604";"0.00303400905828745";"0.00189707172701657";"0.0327019503275945";"0.00201948068725715";"0.006688489914011";"0.0688951105463547";"0.0125250275128852";0
"Atividades jurídicas e contábeis";"0.0000692634528568789";"0.0000819384642317389";"0.0015181557285361";"0.0272310084067718";"0.0411431536454847";"0.0127611527194687";"0.0165226615632551";"0.0162974943837315";"0.0151972368409978";"0.0270792958712605";"0.0185291796808898";"0.0428028728042079";"0.00812462807793749";"0.00388214772228929";"0.0053390888035579";"0.0065169014926089";"0.0190375205806534";"0.00556904708665276";"0.0123649546697303";"0.0141553821969812";"0.0274079516930427";"0.0599126586669507";"0.0330769735741423";"0.0710715329843178";"0.0129060792978848";"0.0209039713887928";"0.0125076780123729";"0.0123547921648467";"0.0077256315249258";"0.027544862101115";"0.0375432067558627";"0.0098920992311879";"0.0125854887090899";"0.0102452238652329";"0.00597835261144976";"0.00676807467110244";"0.00495352523128784";"0.00298337223824115";"0.0157548824236042";"0.00694820265335647";"0.0224236060447224";"0.00613159956735239";"0.00451343654293663";"0.0140705402375624";"0.0139283933689169";"0.0082795323364458";"0.00312875088708092";"0.0208616209853686";"0.0510024168887663";"0.0146286107214951";"0.0177584131888876";"0.0265273681261743";"0.00342343528673259";"0.0721742889033478";"0.0526414884683583";"0.00287786372795812";"0.0189049502002537";"0.0163069653482426";"0.0267367527449554";"0.00320348978828455";"0.000316709144514147";"0.0184392377908077";"0.00113105989091186";"0.00718638529561518";"0.0223590382058375";"0.0219899879208441";0
"Serv. de arquitetura e engenharia";"0.00205880648920462";"0.000188338821160228";"0.00000188147820452305";"0.00331171163607043";"0.0139685654283879";"0.00456304721891001";"0.00867560646084673";"0.0046517426367272";"0.00643827873890873";"0.0041290233381211";"0.00316755453759952";"0.00858781723000997";"0.00362876644992679";"0.00248127525733557";"0.00293042093787432";"0.00145649991185064";"0.00636217832060149";"0.00206256482658333";"0.000654642077416547";"0.00634573624601986";"0.00565749496332127";"0.0098335360766334";"0.0112636179332316";"0.016248637026344";"0.00863457344426456";"0.00673138312091864";"0.00401335880717493";"0.00511606650510522";"0.00427642556242312";"0.0077445696729984";"0.00542982651496495";"0.0121326960993125";"0.0104665101925562";"0.00787432057453183";"0.00376645486805979";"0.0034673936280067";"0.00253131099414049";"0.0116111663061923";"0.00903912431728616";"0.00775847573293997";"0.00169397567230152";"0.00150726858069969";"0.00122220232625021";"0.0000204484045565485";"0.041689637030382";"0.000500733245643279";"0.00010425062898357";"0.0000650920139057289";"0.0000690073615130634";"0.000150359316504808";"0.00320864366600777";"0.00154385049685984";"0.000059017853366338";"0.000126244127271688";"0.044437187332056";"0.0000481396598150801";"0.00208122168217889";"0.00023206279257576";"0.0000402866356513223";"0.00868961743570542";"0.00345994500202552";"0.00170661889333257";"0.00635623250786419";"0.0000487427940178778";"0.000503123717280921";"0.0000913631055819623";0
"Outras atividades profissionais, científicas e técnicas";"0.0000551551448605703";"0.00275250280516503";"0.00203086222137532";"0.00166115532079768";"0.00232793040503999";"0.0000869080752172652";"0.0000852974662795921";"0.00752370881069289";"0.00280687985101941";"0.010899275037272";"0.0576120761785775";"0.0210737214633262";"0.00200647321273055";"0.00512932622328278";"0.0169998915601066";"0.000799046589207946";"0.00606095116526111";"0.0028918806648909";"0.000381754321095567";"0.0019607396010037";"0.000763533882458878";"0.00694977088663583";"0.0276953682972541";"0.0275001735903601";"0.00434367147744614";"0.00259267305014835";"0.00173978980263216";"0.000345165943291003";"0.00375773993585625";"0.0143543036252072";"0.00890052344249599";"0.00321990485999362";"0.0210867603558121";"0.00150817474658484";"0.00583992006632166";"0.00474341114869621";"0.00120842085717113";"0.00901268689967795";"0.00304576871533767";"0.0029623034681874";"0.0153785372776834";"0.00186131773360702";"0.00230414406074625";"0.00626695692750065";"0.00859327293519613";"0.010653794097489";"0.00287367828283735";"0.0410962188413086";"0.0442989669787884";"0.01935117844836";"0.0129784447386902";"0.0196150542626841";"0.00155233184631944";"0.0217958591770701";"0.00500003644082735";"0.0144031342826084";"0.0213014392285731";"0.0070743992211089";"0.00444057025844851";"0.00537598737152434";"0.00268882744110468";"0.0241140847002388";"0.00589163477098066";"0.000182364659271966";"0.0328960428135549";"0.0110696890326535";0
"Aluguéis não-imobiliários";"0.000453397260776973";"0.000275241070070673";"0.0019843307970136";"0.00591213334919002";"0.00784447292155701";"0.00207360095452659";"0.00813072533823257";"0.0006329909495544";"0.00352629405917329";"0.00172439026125358";"0.00246393325126818";"0.00090268513182973";"0.000711416052564144";"0.000712622422947458";"0.000691929755253667";"0.00198343672667926";"0.00415385193959882";"0.0047703025016567";"0.00052797288815617";"0.00121506576951847";"0.00131229688388673";"0.00286656950579789";"0.00104470440384783";"0.00139053921645153";"0.00152105680607279";"0.00233593144440433";"0.00359638795808042";"0.00250742558938166";"0.00260966756062541";"0.00163568819157653";"0.00123722608908396";"0.00207005241128455";"0.0016872829969215";"0.00186457958821536";"0.00310287641861539";"0.00149824619247136";"0.00252701389313176";"0.00147124688766359";"0.0140988765218338";"0.00314466446919247";"0.00296594173773931";"0.00548413324711006";"0.0221573021030628";"0.0349555339847812";"0.00813667646446489";"0.00253399865524864";"0.0011792063536956";"0.00673712188854978";"0.00677455753886854";"0.0120038738506726";"0.004914574328153";"0.00136957838213336";"0.000232160380234064";"0.00179178193759766";"0.00666058086178231";"0.0011300759724421";"0.00729179908388189";"0.00271017610439651";"0.00452830628195091";"0.00466775416757913";"0.00455533966221975";"0.0141069354404926";"0.00915023442610423";"0.00220389535992414";"0.00596236460364921";"0.000660124871922017";0
"Outras atividades administrativas";"0.000117882631992154";"0.000139524536083975";"0.00098359504052223";"0.0254363214388239";"0.00305947084915372";"0.00407312919454967";"0.00817355946699358";"0.0022679298040452";"0.00789423434930596";"0.00390549191229695";"0.0134001077528076";"0.00721412937416813";"0.00371543160936486";"0.00194360094206795";"0.00400586759067687";"0.00134901317812431";"0.00658852132617849";"0.0019372144563865";"0.000560377177242392";"0.00880524637031232";"0.0031542699955283";"0.010491444841103";"0.00772400748222582";"0.013930403037284";"0.00538741310147516";"0.00792438964678732";"0.00398221970731872";"0.00694834242057646";"0.00491235713446151";"0.00780410139028277";"0.00754270485828491";"0.00970812421534632";"0.00684685245840588";"0.00382585111932918";"0.00360084397724082";"0.00321651934251887";"0.00405778051665491";"0.00990238487281021";"0.00560500552115588";"0.00371778656341865";"0.0236742200192318";"0.00553854053552151";"0.00774665275709549";"0.0275572058896906";"0.0246282671589092";"0.0336555741231615";"0.00738046501720951";"0.0129546868128967";"0.0196009670206565";"0.0678608190765287";"0.0405246092156879";"0.0354178235681845";"0.00224660827634992";"0.0164837281106225";"0.00837199160650535";"0.00617643882615556";"0.013258699290672";"0.0249238709652424";"0.00974652198994991";"0.0258055857076884";"0.0359296798191907";"0.0314299249233694";"0.0534614645677463";"0.0143864800431094";"0.0217043787012436";"0.0297215699918363";0
"Atividades de vigilância";"0.0000127160550350896";"0.00000974850666094074";"0.000101843420821251";"0.000343347655763124";"0.000454414541819735";"0.000659607018101097";"0.000921032934770344";"0.00101590346185809";"0.00207457638719083";"0.000969397812816334";"0.00129070469446267";"0.00769178927734264";"0.000678273610184943";"0.00044576183978924";"0.000866596302310112";"0.00124881142112627";"0.00380303505977235";"0.000877164204873159";"0.000269883020221706";"0.000045534529840219";"0.00154995406266916";"0.00241294382631253";"0.000801643295266537";"0.00307614973007383";"0.00166491811739492";"0.00408235761397522";"0.000644200094484865";"0.000997188268456234";"0.00156434453532638";"0.00165799717023685";"0.00112422758638211";"0.0017088914446724";"0.00270877428289578";"0.00243626054809477";"0.00186645841110327";"0.000706558017915738";"0.00185874750867874";"0.000977902457751565";"0.0069520963408322";"0.00111460287305666";"0.00416324153632186";"0.00374822566855667";"0.00140651600447596";"0.00625532825343551";"0.02025122420754";"0.00352226369352396";"0.00211984206406893";"0.00198123639267745";"0.0063220964739047";"0.00320108395450399";"0.00303589990485906";"0.0102192463187733";"0.000321266132308487";"0.00371991188827886";"0.000387695193926385";"0.00157245458863065";"0.00246077146345351";"0.00288424702005988";"0.00115895871568308";"0.00551154535547459";"0.00700149386850755";"0.0125770365807134";"0.0073788574974455";"0.0000111195899205728";"0.0037396212477217";"0.0000318584354227038";0
"Administração pública";"0.000565795143002719";"0.000910596389365534";"0.000467292670412033";"0.0015832789219853";"0.00234413599488285";"0.00162689564314862";"0.00220853070938195";"0.00184168122219874";"0.00193253790735838";"0.00428455274595542";"0.00743323761798476";"0.00537152607626482";"0.00094065431954191";"0.000880039999071293";"0.0021438314409459";"0.00130681558905105";"0.00239908862931388";"0.000842628086540083";"0.000512462679789313";"0.00150321916473007";"0.00333236452350623";"0.00431273216588538";"0.00534258935119962";"0.00637052040330909";"0.00151861211155677";"0.00186020740303912";"0.00273569041736596";"0.00206180477087291";"0.00134836803769184";"0.00301511201869708";"0.00276748392439209";"0.00146356218650689";"0.00369309000314031";"0.00125495797573044";"0.00141439769945777";"0.00101292214919133";"0.00076475883958001";"0.00200964772023206";"0.00175638418520637";"0.000800205153698404";"0.00312211824469381";"0.00138858178772802";"0.00515540429532615";"0.00420824404728805";"0.0033511604671806";"0.00258962465532209";"0.00083975977880385";"0.00507262229440409";"0.00756239140241303";"0.0029857953606793";"0.00262342640999432";"0.00334950388566565";"0.000338987420335711";"0.00506038559808435";"0.00620495120123432";"0.00250873375067299";"0.00328619704462573";"0.00239707912386057";"0.00156842824298421";"0.00181728598491709";"0.00119304036690925";"0.00460916866624027";"0.00170268675671287";"0.00111876896790951";"0.00560864959839931";"0.00438311257751034";0
"Educação pública";"0.00000557831053141542";"0.00000328877004425618";"0.00000517776712916805";"0.000134174258471421";"0.00010358248844614";"0.000260753146391094";"0.0000770515653408181";"0.0000686192271026111";"0.0000544007920968071";"0.000136788339776722";"0.000154219076617062";"0.000207058434196937";"0.0000857597785981469";"0.0000465012672924535";"0.0000506251269002738";"0.0000162185607153061";"0.0000906379701411644";"0.0000181066245302687";"0.000020992172970296";"0.0000395960548250066";"0.000157722809568913";"0.00048666134339244";"0.000810282887306384";"0.00124431691584103";"0.000170619993826131";"0.0000976936245727924";"0.000219710343054888";"0.000253955019070696";"0.0000958218521755862";"0.000539248803604777";"0.000251775475998745";"0.000168577646882115";"0.000614072483560245";"0.000321604187279084";"0.000163620590477672";"0.0000447317571783195";"0.0000269120820550782";"0.000124960626192098";"0.0000720709573119815";"0.000038226613409012";"0.000142713847756824";"0.0000498545165485213";"0.0000800908417760659";"0.0000813661779299116";"0.000178215834366252";"0.00012739098299916";"0.0000286666306669652";"0.0000787943431552938";"0.000115571008644522";"0.000327165275668569";"0.000418877570307246";"0.000184383121128556";"0.0000101018226663934";"0.000271495541571331";"0.00460221022534146";"0.0000779735482103601";"0.000324497654578069";"0.000152470587144023";"0.000106589638757771";"0.000105540059798918";"0.000158452184544421";"0.000832381924303951";"0.000191483013046795";"0.0000875119461991265";"0.000134630041263967";"0.000175140087986005";0
"Educação privada";"0.0000139848205990241";"0.0000152110586375848";"0.00000150049778844412";"0.0000678137232607549";"0.000166308435982937";"0.00124503621168614";"0.00127195826723183";"0.0000266080366173013";"0.00000266127784800478";"0.0000807629105049887";"0.00000925550378836084";"0.0000109466710679069";"0.0000334510338164158";"0.00000780331896192713";"0.00000685900558059684";"0.00000467961531126041";"0.000420000014707433";"0.00000487260523817584";"0.0000174727641933888";"0.00000235970987563282";"0.0000767885598937528";"0.000382234705198851";"0.0000642321508536524";"0.0000928547529999642";"0.0000424830217969214";"0.00000743715458259685";"0.00146884966355457";"0.00104152793529869";"0.000490499916338667";"0.0000578718359810182";"0.0000194539017195719";"0.000201231303128876";"0.000541500989933473";"0.0000640713136978044";"0.0000169676733911648";"0.00000766475894117865";"0.0000962290654569757";"0.000347191091058277";"0.000027724940918503";"0.00000793847699850934";"0.000540101367989318";"0.00248122193815857";"0.00423396208137915";"0.000428817899716063";"0.00189880346406032";"0.0000727666835432718";"0.00000674626746000123";"0.00000669236880875418";"0.00000423541648939254";"0.000294885598254373";"0.0000255012488307276";"0.00292590540502162";"0.000000755713836280024";"0.0114177740230707";"0.00241948146634004";"0.00477421924051298";"0.00128190635468142";"0.00681460120545937";"0.00334191631489675";"0.000770236391544366";"0.00560490920343195";"0.0000684539934344814";"0.00317774313844427";"0.00000661811210729046";"0.0000168325844935961";"0.00200585027665681";0
"Saúde pública";"0.000000146464301880372";"0.0000000614502596168053";"0.0000000554245253408656";"0.000000831112501917847";"0.00000190410185586905";"0.0000210044699289731";"0.000000830921935754973";"0.00000125947673044902";"0.00000133624600772343";"0.00000789839069938704";"0.00000826188400463409";"0.000010290978559157";"0.0000055348042916213";"0.00000276851642268569";"0.00000261692167073969";"0.000000178012738687352";"0.00000443416758826514";"0.000000250023135999458";"0.000000161901666292264";"0.000000608778796820131";"0.0000100442130039371";"0.0000361583260748114";"0.0000710354097481595";"0.000106038047938654";"0.0000130960967234072";"0.00000356673295175641";"0.0000167121031785378";"0.0000194582781379597";"0.00000596110969027555";"0.0000454780875182227";"0.0000166756178649711";"0.0000107908448916872";"0.0000553303196916291";"0.0000279365889529539";"0.0000139959006293054";"0.00000216530556402069";"0.000000278436295611956";"0.00000752153048565592";"0.00000291535103358856";"0.000000942244530867063";"0.00000262882313657917";"0.000000225478879738784";"0.000000258996186721325";"0.000000430788784942925";"0.00000334290956724758";"0.000000606766146347874";"0.000000118077095828358";"0.00000100266568713726";"0.00000127660963433144";"0.00000957818922569097";"0.000027441016874796";"0.00000130245875727596";"0.0000000686567200170455";"0.00000111528626200448";"0.000430045357537554";"0.000000328527293624765";"0.0000231820147717217";"0.00000115338802688171";"0.00000041445381027561";"0.0000030356073104369";"0.000000911279627324753";"0.0000703288267627654";"0.00000273289852687113";"0.00216833884400195";"0.000000896780488626542";"0.000000670025170240827";0
"Saúde privada";"0.000000285968795700823";"0.000000289335734893806";"0.00000197918620937589";"0.00000976323833619827";"0.0000125668075966401";"0.00000355915788079045";"0.0000106068650064355";"0.0000191542304424986";"0.0000266513169861135";"0.000014466320427843";"0.00000747087283603555";"0.0000152557668938225";"0.0000518161853935308";"0.0000493597805312716";"0.0000201265885667719";"0.00000842458874433717";"0.0000152741255896728";"0.0000209067324413366";"0.00000354633665801814";"0.0000347416993171206";"0.0000103032420111555";"0.0000137849175040966";"0.0000352177483369696";"0.0000354420470828767";"0.0000300329529698119";"0.0000175221647231409";"0.0000209381131585552";"0.00000244111948058565";"0.0000166918493876172";"0.0000190946123044893";"0.000012381622318101";"0.000013642907280247";"0.00000745048230018927";"0.0000186685847470114";"0.0000113786728477274";"0.0000256551750877554";"0.00000685630793849732";"0.0000317539775138581";"0.0000413867132882715";"0.0000168907053152733";"0.000285860390048715";"0.0000285359512047102";"0.0000376469398531486";"0.000032902308849067";"0.00017988315147837";"0.000367986208138855";"0.000160203251809538";"0.0001064021873723";"0.000107975351875163";"0.000122314465760115";"0.0000964899986703494";"0.000105254350200284";"0.0000288826895505474";"0.00019335010413626";"0.000105064572009209";"0.0000770437581619496";"0.000167865659653628";"0.000114288606275342";"0.0000593688302722306";"0.000128780274455951";"0.0000335549861178641";"0.000368872094107554";"0.0000982354671273924";"0.101089377621145";"0.000773071305654409";"0.000140543201048043";0
"Atividades artísticas";"0.00000737533413557883";"0.0000705128954398255";"0.0000487420229121275";"0.0000433274392484839";"0.0000550954286407648";"0.00000667802521892146";"0.0000101202168203722";"0.000180552689536907";"0.0000668661179858656";"0.000258203642495668";"0.00129957028692517";"0.000480388320891814";"0.0000567702943533844";"0.000127748594024105";"0.000393064541611444";"0.0000287461907518233";"0.000150020631067924";"0.0000756114518864014";"0.0000096454945263522";"0.0000488868968501996";"0.0000262676728963412";"0.000167895598429278";"0.000632594940414929";"0.000627165345984334";"0.00010997326527404";"0.0000697920546328984";"0.0000492287976898377";"0.000023997834592188";"0.0000937478115960244";"0.000333792555881243";"0.000213875970541399";"0.0000878183164847226";"0.000483907664590089";"0.0000457486744981139";"0.000143362857905606";"0.000120616469079552";"0.0000390465074091725";"0.000204741376190091";"0.000073363399343641";"0.0000739600866974997";"0.000358344200428665";"0.0000509027994824574";"0.0000555685442855262";"0.000144258159799722";"0.000199452599287416";"0.000878258214870168";"0.000077361063243132";"0.000934765913071161";"0.0569732950079329";"0.00262987701760503";"0.000295879941136611";"0.000443749040917054";"0.0000360326254560546";"0.000495799933089087";"0.000118259535698977";"0.000963112285654858";"0.000488261127067344";"0.000285249072484257";"0.000102877316711788";"0.0011294516294002";"0.000371576672114114";"0.000553603468707444";"0.000466814917028092";"0.0000160055583327165";"0.0230550512686115";"0.0086426932719065";0
"Organizações associativas";"0.000452636702706562";"0.000318294048888679";"0.000734464996745709";"0.00192308515186434";"0.00231914195317569";"0.00241660972848982";"0.00323341240897424";"0.000761235475219913";"0.00143882986958701";"0.000839337947276864";"0.00153753132959376";"0.00109019593325814";"0.0013695338772462";"0.00149565531239052";"0.00140335317434719";"0.00163610403829001";"0.00152554001903121";"0.00240789707680194";"0.000341122808269239";"0.00109476959851567";"0.000852975921982671";"0.000985076092929899";"0.00115821939188012";"0.00155536826829619";"0.00157419601267915";"0.0016821886994383";"0.0011646733129708";"0.00108283945904122";"0.00193759359853952";"0.0046080349345516";"0.00201925798110125";"0.001689935035381";"0.00137747620804524";"0.00150553553717623";"0.00116834469184992";"0.00148400410025252";"0.000106235691305607";"0.00181377002756001";"0.0000260797180062017";"0.000197896998981258";"0.00199593854881995";"0.0012116426681283";"0.000404699308600674";"0.000245585451643042";"0.00906584223528395";"0.00457659143774347";"0.000673697296186842";"0.00204453210804379";"0.00366058704998072";"0.0202078648504248";"0.00764584148624235";"0.00334730831847876";"0.000193400405716664";"0.00203233115354523";"0.000877504579893024";"0.00335669686590435";"0.00184955446624542";"0.00508513618961318";"0.000931594392660323";"0.000907680865554052";"0.000411380182361966";"0.00409888550401886";"0.00787513835580008";"0.00962821366322742";"0.000449572207940747";"0.00172564771504411";0
"Serviços domésticos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
